official_lang,translation_lang,original_file,original_commit,translation_file,translation_exists,translation_commit,translation_is_outdated
en,ko,docs/source/en/internal/time_series_utils.md,2023-06-20 18:07:47-04:00,docs/source/ko/internal/time_series_utils.md,False,,False
en,ko,docs/source/en/internal/tokenization_utils.md,2023-06-20 18:07:47-04:00,docs/source/ko/internal/tokenization_utils.md,False,,False
en,ko,docs/source/en/internal/image_processing_utils.md,2023-06-20 18:07:47-04:00,docs/source/ko/internal/image_processing_utils.md,False,,False
en,ko,docs/source/en/internal/trainer_utils.md,2023-12-04 10:04:28-08:00,docs/source/ko/internal/trainer_utils.md,False,,False
en,ko,docs/source/en/internal/pipelines_utils.md,2023-06-20 18:07:47-04:00,docs/source/ko/internal/pipelines_utils.md,False,,False
en,ko,docs/source/en/quantization/awq.md,2024-06-12 11:33:00+01:00,docs/source/ko/quantization/awq.md,True,2024-08-12 10:12:48-07:00,False
en,ko,docs/source/en/quantization/eetq.md,2024-09-09 10:47:24+02:00,docs/source/ko/quantization/eetq.md,True,2024-08-08 09:39:35-07:00,True
en,ko,docs/source/en/quantization/bitsandbytes.md,2024-09-24 03:40:56-06:00,docs/source/ko/quantization/bitsandbytes.md,True,2024-08-08 09:40:50-07:00,True
en,ko,docs/source/en/quantization/torchao.md,2024-09-30 11:30:29+02:00,docs/source/ko/quantization/torchao.md,False,,False
en,ko,docs/source/en/quantization/gptq.md,2024-05-23 14:31:52+02:00,docs/source/ko/quantization/gptq.md,True,2024-08-07 09:19:35-07:00,False
en,ko,docs/source/en/quantization/overview.md,2024-09-25 14:31:38+02:00,docs/source/ko/quantization/overview.md,False,,False
en,ko,docs/source/en/quantization/fbgemm_fp8.md,2024-09-09 10:47:24+02:00,docs/source/ko/quantization/fbgemm_fp8.md,False,,False
en,ko,docs/source/en/quantization/optimum.md,2024-05-23 14:31:52+02:00,docs/source/ko/quantization/optimum.md,False,,False
en,ko,docs/source/en/quantization/quanto.md,2024-09-09 10:47:24+02:00,docs/source/ko/quantization/quanto.md,True,2024-08-07 09:52:57-07:00,True
en,ko,docs/source/en/quantization/contribute.md,2024-05-23 14:31:52+02:00,docs/source/ko/quantization/contribute.md,False,,False
en,ko,docs/source/en/quantization/hqq.md,2024-09-30 14:47:18+02:00,docs/source/ko/quantization/hqq.md,False,,False
en,ko,docs/source/en/quantization/compressed_tensors.md,2024-09-25 14:31:38+02:00,docs/source/ko/quantization/compressed_tensors.md,False,,False
en,ko,docs/source/en/quantization/aqlm.md,2024-09-09 10:47:24+02:00,docs/source/ko/quantization/aqlm.md,False,,False
en,ko,docs/source/en/main_classes/agent.md,2024-09-18 11:07:51+02:00,docs/source/ko/main_classes/agent.md,True,2024-08-30 18:22:27+02:00,True
en,ko,docs/source/en/main_classes/feature_extractor.md,2023-10-16 09:52:29+02:00,docs/source/ko/main_classes/feature_extractor.md,False,,False
en,ko,docs/source/en/main_classes/executorch.md,2024-09-10 16:35:57+01:00,docs/source/ko/main_classes/executorch.md,False,,False
en,ko,docs/source/en/main_classes/text_generation.md,2024-05-14 13:31:39+05:00,docs/source/ko/main_classes/text_generation.md,False,,False
en,ko,docs/source/en/main_classes/tokenizer.md,2023-11-06 15:11:00+01:00,docs/source/ko/main_classes/tokenizer.md,False,,False
en,ko,docs/source/en/main_classes/optimizer_schedules.md,2024-09-09 10:47:24+02:00,docs/source/ko/main_classes/optimizer_schedules.md,False,,False
en,ko,docs/source/en/main_classes/model.md,2024-07-16 09:32:01-04:00,docs/source/ko/main_classes/model.md,False,,False
en,ko,docs/source/en/main_classes/pipelines.md,2024-07-05 17:21:50+01:00,docs/source/ko/main_classes/pipelines.md,False,,False
en,ko,docs/source/en/main_classes/keras_callbacks.md,2023-06-20 18:07:47-04:00,docs/source/ko/main_classes/keras_callbacks.md,False,,False
en,ko,docs/source/en/main_classes/output.md,2024-09-09 10:47:24+02:00,docs/source/ko/main_classes/output.md,False,,False
en,ko,docs/source/en/main_classes/processors.md,2023-11-06 19:45:03+00:00,docs/source/ko/main_classes/processors.md,False,,False
en,ko,docs/source/en/main_classes/trainer.md,2024-09-09 10:47:24+02:00,docs/source/ko/main_classes/trainer.md,False,,False
en,ko,docs/source/en/main_classes/data_collator.md,2024-07-23 15:56:41+02:00,docs/source/ko/main_classes/data_collator.md,False,,False
en,ko,docs/source/en/main_classes/deepspeed.md,2024-01-24 08:31:28-08:00,docs/source/ko/main_classes/deepspeed.md,False,,False
en,ko,docs/source/en/main_classes/configuration.md,2023-06-20 18:07:47-04:00,docs/source/ko/main_classes/configuration.md,False,,False
en,ko,docs/source/en/main_classes/logging.md,2024-09-09 10:47:24+02:00,docs/source/ko/main_classes/logging.md,False,,False
en,ko,docs/source/en/main_classes/image_processor.md,2024-06-11 15:47:38+01:00,docs/source/ko/main_classes/image_processor.md,False,,False
en,ko,docs/source/en/main_classes/callback.md,2024-07-05 08:13:46+02:00,docs/source/ko/main_classes/callback.md,False,,False
en,ko,docs/source/en/main_classes/backbones.md,2024-07-17 20:24:10+01:00,docs/source/ko/main_classes/backbones.md,False,,False
en,ko,docs/source/en/main_classes/quantization.md,2024-09-25 14:31:38+02:00,docs/source/ko/main_classes/quantization.md,False,,False
en,ko,docs/source/en/main_classes/onnx.md,2023-06-20 18:07:47-04:00,docs/source/ko/main_classes/onnx.md,False,,False
